level,category,word,word_furigana,kana,romaji,pos,meaning_zh,example_furigana,example_zh
N2,名詞：科學・技術・物質（N2）,屈折,屈折[くっせつ],くっせつ,kussetsu,名,折射,光[ひかり]は 水[みず]の 中[なか]で 屈折[くっせつ]します。,光在水中會折射。
N2,名詞：科學・技術・物質（N2）,放射,放射[ほうしゃ],ほうしゃ,hōsha,名,放射、輻射,太陽[たいよう]は 熱[ねつ]を 放射[ほうしゃ]しています。,太陽正在放射熱能。
N2,名詞：科學・技術・物質（N2）,放射能,放射能[ほうしゃのう],ほうしゃのう,hōshanō,名,放射能、放射性,事故[じこ]で 放射能[ほうしゃのう]が 漏[も]れました。,事故導致放射性物質外洩。
N2,名詞：科學・技術・物質（N2）,粒子,粒子[りゅうし],りゅうし,ryūshi,名,粒子,空気[くうき]の 中[なか]には 小[ちい]さな 粒子[りゅうし]があります。,空氣中有微小的粒子。
N2,名詞：科學・技術・物質（N2）,細胞,細胞[さいぼう],さいぼう,saibō,名,細胞,人間[にんげん]の 体[からだ]は 多[おお]くの 細胞[さいぼう]でできています。,人體由許多細胞組成。
N2,名詞：科學・技術・物質（N2）,遺伝,遺伝[いでん],いでん,iden,名,遺傳,この 病気[びょうき]は 遺伝[いでん]することがあります。,這種病有時會遺傳。
N2,名詞：科學・技術・物質（N2）,遺伝子,遺伝子[いでんし],いでんし,idenshi,名,基因,科学者[かがくしゃ]が 遺伝子[いでんし]を 研究[けんきゅう]しています。,科學家正在研究基因。
N2,名詞：科學・技術・物質（N2）,細菌,細菌[さいきん],さいきん,saikin,名,細菌,手[て]を 洗[あら]って 細菌[さいきん]を 落[お]とします。,洗手把細菌洗掉。
N2,名詞：科學・技術・物質（N2）,酵素,酵素[こうそ],こうそ,kōso,名,酵素,この 洗剤[せんざい]には 酵素[こうそ]が 入[はい]っています。,這種洗劑裡含有酵素。
N2,名詞：科學・技術・物質（N2）,養分,養分[ようぶん],ようぶん,yōbun,名,養分,植物[しょくぶつ]は 土[つち]から 養分[ようぶん]を 吸[す]います。,植物從土壤吸收養分。
N2,名詞：科學・技術・物質（N2）,炭水化物,炭水化物[たんすいかぶつ],たんすいかぶつ,tansuikabutsu,名,碳水化合物,ご 飯[はん]には 炭水化物[たんすいかぶつ]が 多[おお]く 含[ふく]まれています。,米飯含有大量碳水化合物。
N2,名詞：科學・技術・物質（N2）,脂肪,脂肪[しぼう],しぼう,shibō,名,脂肪,運動[うんどう]して 脂肪[しぼう]を 減[へ]らします。,運動來減少脂肪。
N2,名詞：科學・技術・物質（N2）,蛋白質,蛋白質[たんぱくしつ],たんぱくしつ,tanpakushitsu,名,蛋白質,肉[にく]や 卵[たまご]には 蛋白質[たんぱくしつ]が 豊富[ほうふ]です。,肉和蛋富含蛋白質。
N2,名詞：科學・技術・物質（N2）,繁殖,繁殖[はんしょく],はんしょく,hanshoku,名,繁殖,暖[あたた]かい 場所[ばしょ]では 細菌[さいきん]が 繁殖[はんしょく]します。,在溫暖的地方細菌會繁殖。
N2,名詞：科學・技術・物質（N2）,進化,進化[しんか],しんか,shinka,名,進化,生物[せいぶつ]は 長[なが]い 時間[じかん]をかけて 進化[しんか]しました。,生物經過漫長時間進化。
N2,名詞：科學・技術・物質（N2）,生態,生態[せいたい],せいたい,seitai,名,生態,この 鳥[とり]の 生態[せいたい]を 調査[ちょうさ]しています。,正在調查這種鳥的生態。
N2,名詞：科學・技術・物質（N2）,生態系,生態系[せいたいけい],せいたいけい,seitaikei,名,生態系,森[もり]の 生態系[せいたいけい]を 守[まも]ることが 大切[たいせつ]です。,保護森林的生態系很重要。
N2,名詞：科學・技術・物質（N2）,廃棄,廃棄[はいき],はいき,haiki,名,廢棄、丟棄,古[ふる]い 機械[きかい]を 廃棄[はいき]しました。,我把舊機器廢棄了。
N2,名詞：科學・技術・物質（N2）,排出,排出[はいしゅつ],はいしゅつ,haishutsu,名,排出、排放,工場[こうじょう]から 煙[けむり]が 排出[はいしゅつ]されています。,工廠正在排放煙。
N2,名詞：科學・技術・物質（N2）,排気,排気[はいき],はいき,haiki,名,排氣,車[くるま]の 排気[はいき]ガスが 問題[もんだい]になっています。,汽車的排氣廢氣造成了問題。
N2,名詞：科學・技術・物質（N2）,浄化,浄化[じょうか],じょうか,jōka,名,淨化,この 機械[きかい]は 水[みず]を 浄化[じょうか]します。,這台機器能淨化水。
N2,名詞：科學・技術・物質（N2）,処理,処理[しょり],しょり,shori,名,處理,工場[こうじょう]で 汚[よご]れた 水[みず]を 処理[しょり]します。,在工廠處理受污染的水。
N2,名詞：科學・技術・物質（N2）,再生,再生[さいせい],さいせい,saisei,名,再生、回收利用,古紙[こし]を 再生[さいせい]して 新[あたら]しい 紙[かみ]を 作[つく]ります。,回收舊紙再生成新紙。
N2,名詞：科學・技術・物質（N2）,循環,循環[じゅんかん],じゅんかん,junkan,名,循環,運動[うんどう]すると 血液[けつえき]の 循環[じゅんかん]がよくなります。,運動能使血液循環變好。
N2,名詞：科學・技術・物質（N2）,鉱石,鉱石[こうせき],こうせき,kōseki,名,礦石,この 地域[ちいき]では 鉄[てつ]の 鉱石[こうせき]が 採[と]れます。,這個地區可以採到鐵礦石。
N2,名詞：科學・技術・物質（N2）,採掘,採掘[さいくつ],さいくつ,saikutsu,名,採掘、開採,山[やま]で 石炭[せきたん]を 採掘[さいくつ]しています。,在山中開採煤炭。
N2,名詞：科學・技術・物質（N2）,精製,精製[せいせい],せいせい,seisei,名,精製,石油[せきゆ]を 精製[せいせい]してガソリンを 作[つく]ります。,精製石油製成汽油。
N2,名詞：科學・技術・物質（N2）,燃焼,燃焼[ねんしょう],ねんしょう,nenshō,名,燃燒,この 燃料[ねんりょう]はよく 燃焼[ねんしょう]します。,這種燃料燃燒得很充分。
N2,名詞：科學・技術・物質（N2）,爆発,爆発[ばくはつ],ばくはつ,bakuhatsu,名,爆炸,ガスが 漏[も]れて 爆発[ばくはつ]が 起[お]きました。,瓦斯外洩發生了爆炸。
N2,名詞：科學・技術・物質（N2）,機構,機構[きこう],きこう,kikō,名,機構、機制,この 時計[とけい]は 複雑[ふくざつ]な 機構[きこう]を 持[も]っています。,這只手錶有複雜的機構。
N2,名詞：科學・技術・物質（N2）,構造,構造[こうぞう],こうぞう,kōzō,名,構造、結構,この 建物[たてもの]の 構造[こうぞう]はとても 丈夫[じょうぶ]です。,這棟建築的構造非常堅固。
N2,名詞：科學・技術・物質（N2）,性能,性能[せいのう],せいのう,seinō,名,性能,この 新[あたら]しい 機械[きかい]は 性能[せいのう]がいいです。,這台新機器性能很好。
N2,名詞：科學・技術・物質（N2）,機能,機能[きのう],きのう,kinō,名,機能、功能,このアプリには 便利[べんり]な 機能[きのう]がたくさんあります。,這個app有很多方便的功能。
N2,名詞：科學・技術・物質（N2）,精度,精度[せいど],せいど,seido,名,精度、精確度,この 機械[きかい]は 精度[せいど]が 高[たか]いです。,這台機器的精度很高。
N2,名詞：科學・技術・物質（N2）,操作,操作[そうさ],そうさ,sōsa,名,操作,この 機械[きかい]の 操作[そうさ]は 簡単[かんたん]です。,這台機器的操作很簡單。
N2,名詞：科學・技術・物質（N2）,制御,制御[せいぎょ],せいぎょ,seigyo,名,控制,コンピューターで 機械[きかい]を 制御[せいぎょ]します。,用電腦控制機器。
N2,名詞：科學・技術・物質（N2）,自動,自動[じどう],じどう,jidō,名,自動,このドアは 自動[じどう]で 開[ひら]きます。,這扇門會自動打開。
N2,名詞：科學・技術・物質（N2）,手動,手動[しゅどう],しゅどう,shudō,名,手動,停電[ていでん]のときは 手動[しゅどう]で 操作[そうさ]します。,停電時要用手動操作。
N2,名詞：科學・技術・物質（N2）,遠隔,遠隔[えんかく],えんかく,enkaku,名,遠端、遠距,この 機械[きかい]は 遠隔[えんかく]で 操作[そうさ]できます。,這台機器可以遠端操作。
N2,名詞：科學・技術・物質（N2）,計測,計測[けいそく],けいそく,keisoku,名,計測、測量,温度[おんど]を 正確[せいかく]に 計測[けいそく]します。,精確地測量溫度。
N2,名詞：科學・技術・物質（N2）,観測,観測[かんそく],かんそく,kansoku,名,觀測,天文台[てんもんだい]で 星[ほし]を 観測[かんそく]します。,在天文台觀測星星。
N2,名詞：科學・技術・物質（N2）,実証,実証[じっしょう],じっしょう,jisshō,名,實證、證實,実験[じっけん]でこの 理論[りろん]を 実証[じっしょう]しました。,用實驗證實了這個理論。
N2,名詞：科學・技術・物質（N2）,検証,検証[けんしょう],けんしょう,kenshō,名,驗證,データを 使[つか]って 結果[けっか]を 検証[けんしょう]します。,用數據驗證結果。
N2,名詞：科學・技術・物質（N2）,解析,解析[かいせき],かいせき,kaiseki,名,解析、分析,コンピューターでデータを 解析[かいせき]します。,用電腦解析數據。
N2,名詞：科學・技術・物質（N2）,分析,分析[ぶんせき],ぶんせき,bunseki,名,分析,この 結果[けっか]を 詳[くわ]しく 分析[ぶんせき]しました。,我詳細地分析了這個結果。
N2,名詞：科學・技術・物質（N2）,分解,分解[ぶんかい],ぶんかい,bunkai,名,分解、拆解,機械[きかい]を 分解[ぶんかい]して 中[なか]を 調[しら]べます。,把機器拆解開來檢查內部。
N2,名詞：科學・技術・物質（N2）,合成,合成[ごうせい],ごうせい,gōsei,名,合成,この 薬[くすり]は 工場[こうじょう]で 合成[ごうせい]されます。,這種藥是在工廠合成的。
N2,名詞：科學・技術・物質（N2）,蒸発,蒸発[じょうはつ],じょうはつ,jōhatsu,名,蒸發,水[みず]を 温[あたた]めると 蒸発[じょうはつ]します。,把水加溫就會蒸發。
N2,名詞：科學・技術・物質（N2）,回路,回路[かいろ],かいろ,kairo,名,電路、迴路,この 機械[きかい]の 回路[かいろ]が 故障[こしょう]しました。,這台機器的電路故障了。
N2,名詞：科學・技術・物質（N2）,半導体,半導体[はんどうたい],はんどうたい,handōtai,名,半導體,この 工場[こうじょう]は 半導体[はんどうたい]を 作[つく]っています。,這家工廠在製造半導體。
N2,名詞：身體・健康・自然（N2）,器官,器官[きかん],きかん,kikan,名,器官,心臓[しんぞう]は 大切[たいせつ]な 器官[きかん]です。,心臟是重要的器官。
N2,名詞：身體・健康・自然（N2）,血管,血管[けっかん],けっかん,kekkan,名,血管,年[とし]を 取[と]ると 血管[けっかん]が 硬[かた]くなります。,上了年紀血管會變硬。
N2,名詞：身體・健康・自然（N2）,動脈,動脈[どうみゃく],どうみゃく,dōmyaku,名,動脈,動脈[どうみゃく]は 心臓[しんぞう]から 血[ち]を 送[おく]ります。,動脈把血液從心臟送出。
N2,名詞：身體・健康・自然（N2）,静脈,静脈[じょうみゃく],じょうみゃく,jōmyaku,名,靜脈,静脈[じょうみゃく]は 血[ち]を 心臓[しんぞう]に 戻[もど]します。,靜脈把血液送回心臟。
N2,名詞：身體・健康・自然（N2）,靭帯,靭帯[じんたい],じんたい,jintai,名,韌帶,運動[うんどう]で 膝[ひざ]の 靭帯[じんたい]を 痛[いた]めました。,運動時傷到了膝蓋的韌帶。
N2,名詞：身體・健康・自然（N2）,腱,腱[けん],けん,ken,名,肌腱,走[はし]りすぎて 足[あし]の 腱[けん]を 痛[いた]めました。,跑太多把腳的肌腱弄傷了。
N2,名詞：身體・健康・自然（N2）,姿勢,姿勢[しせい],しせい,shisei,名,姿勢,勉強[べんきょう]するときは 姿勢[しせい]を 正[ただ]しくします。,讀書時要坐正姿勢。
N2,名詞：身體・健康・自然（N2）,体格,体格[たいかく],たいかく,taikaku,名,體格,弟[おとうと]は 立派[りっぱ]な 体格[たいかく]をしています。,弟弟有很好的體格。
N2,名詞：身體・健康・自然（N2）,体型,体型[たいけい],たいけい,taikei,名,體型,運動[うんどう]して 体型[たいけい]を 維持[いじ]しています。,運動來維持體型。
N2,名詞：身體・健康・自然（N2）,体質,体質[たいしつ],たいしつ,taishitsu,名,體質,私[わたし]は 太[ふと]りやすい 体質[たいしつ]です。,我是容易發胖的體質。
N2,名詞：身體・健康・自然（N2）,免疫,免疫[めんえき],めんえき,men'eki,名,免疫,睡眠[すいみん]が 足[た]りないと 免疫[めんえき]が 下[さ]がります。,睡眠不足免疫力會下降。
N2,名詞：身體・健康・自然（N2）,抵抗力,抵抗力[ていこうりょく],ていこうりょく,teikōryoku,名,抵抗力,疲[つか]れると 体[からだ]の 抵抗力[ていこうりょく]が 弱[よわ]まります。,疲勞時身體的抵抗力會減弱。
N2,名詞：身體・健康・自然（N2）,持久力,持久力[じきゅうりょく],じきゅうりょく,jikyūryoku,名,持久力、耐力,マラソンには 持久力[じきゅうりょく]が 必要[ひつよう]です。,馬拉松需要持久力。
N2,名詞：身體・健康・自然（N2）,瞬発力,瞬発力[しゅんぱつりょく],しゅんぱつりょく,shunpatsuryoku,名,爆發力,短距離[たんきょり]の 選手[せんしゅ]は 瞬発力[しゅんぱつりょく]があります。,短跑選手有爆發力。
N2,名詞：身體・健康・自然（N2）,反射神経,反射神経[はんしゃしんけい],はんしゃしんけい,hansha shinkei,名,反射神經,このスポーツには 反射神経[はんしゃしんけい]が 大切[たいせつ]です。,這項運動反射神經很重要。
N2,名詞：身體・健康・自然（N2）,平衡感覚,平衡感覚[へいこうかんかく],へいこうかんかく,heikō kankaku,名,平衡感,平衡感覚[へいこうかんかく]がいいと 転[ころ]びにくいです。,平衡感好就不容易跌倒。
N2,名詞：身體・健康・自然（N2）,知覚,知覚[ちかく],ちかく,chikaku,名,知覺,寒[さむ]さで 指[ゆび]の 知覚[ちかく]が 鈍[にぶ]くなりました。,因為寒冷手指的知覺變遲鈍了。
N2,名詞：身體・健康・自然（N2）,視覚,視覚[しかく],しかく,shikaku,名,視覺,人間[にんげん]は 視覚[しかく]から 多[おお]くの 情報[じょうほう]を 得[え]ます。,人類從視覺獲得大量資訊。
N2,名詞：身體・健康・自然（N2）,聴覚,聴覚[ちょうかく],ちょうかく,chōkaku,名,聽覺,年[とし]を 取[と]ると 聴覚[ちょうかく]が 弱[よわ]くなります。,上了年紀聽覺會變弱。
N2,名詞：身體・健康・自然（N2）,嗅覚,嗅覚[きゅうかく],きゅうかく,kyūkaku,名,嗅覺,犬[いぬ]は 嗅覚[きゅうかく]がとても 優[すぐ]れています。,狗的嗅覺非常靈敏。
N2,名詞：身體・健康・自然（N2）,味覚,味覚[みかく],みかく,mikaku,名,味覺,風邪[かぜ]をひいて 味覚[みかく]がおかしくなりました。,感冒後味覺變得怪怪的。
N2,名詞：身體・健康・自然（N2）,触覚,触覚[しょっかく],しょっかく,shokkaku,名,觸覺,指先[ゆびさき]は 触覚[しょっかく]がとても 敏感[びんかん]です。,指尖的觸覺非常敏感。
N2,名詞：身體・健康・自然（N2）,脈拍,脈拍[みゃくはく],みゃくはく,myakuhaku,名,脈搏,運動[うんどう]の 後[あと]は 脈拍[みゃくはく]が 速[はや]くなります。,運動後脈搏會變快。
N2,名詞：身體・健康・自然（N2）,鼓動,鼓動[こどう],こどう,kodō,名,心跳、鼓動,緊張[きんちょう]して 心臓[しんぞう]の 鼓動[こどう]が 速[はや]くなりました。,緊張得心臟鼓動加快了。
N2,名詞：身體・健康・自然（N2）,寝息,寝息[ねいき],ねいき,neiki,名,睡息、睡覺呼吸聲,赤[あか]ちゃんの 静[しず]かな 寝息[ねいき]が 聞[き]こえます。,聽得見嬰兒安靜的睡息。
N2,名詞：身體・健康・自然（N2）,発汗,発汗[はっかん],はっかん,hakkan,名,出汗、發汗,運動[うんどう]すると 発汗[はっかん]が 増[ふ]えます。,運動時發汗會增加。
N2,名詞：身體・健康・自然（N2）,分泌,分泌[ぶんぴつ],ぶんぴつ,bunpitsu,名,分泌,胃[い]は 食[た]べ 物[もの]を 消化[しょうか]する 液[えき]を 分泌[ぶんぴつ]します。,胃會分泌消化食物的液體。
N2,名詞：身體・健康・自然（N2）,消化,消化[しょうか],しょうか,shōka,名,消化,よく 噛[か]むと 消化[しょうか]がよくなります。,充分咀嚼有助消化。
N2,名詞：身體・健康・自然（N2）,吸収,吸収[きゅうしゅう],きゅうしゅう,kyūshū,名,吸收,腸[ちょう]は 栄養[えいよう]を 吸収[きゅうしゅう]します。,腸道會吸收營養。
N2,名詞：身體・健康・自然（N2）,排泄,排泄[はいせつ],はいせつ,haisetsu,名,排泄,体[からだ]は 要[い]らないものを 排泄[はいせつ]します。,身體會排泄不需要的東西。
N2,名詞：身體・健康・自然（N2）,倦怠,倦怠[けんたい],けんたい,kentai,名,倦怠、疲倦,夏[なつ]は 体[からだ]に 倦怠[けんたい]を 感[かん]じやすいです。,夏天身體容易感到倦怠。
N2,名詞：身體・健康・自然（N2）,不眠,不眠[ふみん],ふみん,fumin,名,失眠,ストレスで 不眠[ふみん]が 続[つづ]いています。,因壓力持續失眠。
N2,名詞：身體・健康・自然（N2）,悪化,悪化[あっか],あっか,akka,名,惡化,病気[びょうき]が 悪化[あっか]して 入院[にゅういん]しました。,病情惡化住院了。
N2,名詞：身體・健康・自然（N2）,回復,回復[かいふく],かいふく,kaifuku,名,恢復,ゆっくり 休[やす]んで 体調[たいちょう]が 回復[かいふく]しました。,好好休息後身體恢復了。
N2,名詞：身體・健康・自然（N2）,治癒,治癒[ちゆ],ちゆ,chiyu,名,痊癒、治癒,この 傷[きず]は 自然[しぜん]に 治癒[ちゆ]します。,這個傷口會自然痊癒。
N2,名詞：身體・健康・自然（N2）,完治,完治[かんち],かんち,kanchi,名,完全治好、痊癒,骨折[こっせつ]が 完治[かんち]するまで 一[いっ]か 月[げつ]かかりました。,骨折花了一個月才完全治好。
N2,名詞：身體・健康・自然（N2）,予後,予後[よご],よご,yogo,名,預後,手術[しゅじゅつ]の 予後[よご]はとても 良好[りょうこう]です。,手術的預後非常良好。
N2,名詞：身體・健康・自然（N2）,後遺症,後遺症[こういしょう],こういしょう,kōishō,名,後遺症,事故[じこ]の 後遺症[こういしょう]に 悩[なや]んでいます。,為事故的後遺症所苦。
N2,名詞：身體・健康・自然（N2）,合併症,合併症[がっぺいしょう],がっぺいしょう,gappeishō,名,併發症,糖尿病[とうにょうびょう]は 合併症[がっぺいしょう]に 注意[ちゅうい]が 必要[ひつよう]です。,糖尿病需注意併發症。
N2,名詞：身體・健康・自然（N2）,感染,感染[かんせん],かんせん,kansen,名,感染,手[て]を 洗[あら]ってウイルスの 感染[かんせん]を 防[ふせ]ぎます。,洗手以防止病毒感染。
N2,名詞：身體・健康・自然（N2）,伝染,伝染[でんせん],でんせん,densen,名,傳染,この 病気[びょうき]は 人[ひと]から 人[ひと]へ 伝染[でんせん]します。,這種病會人傳人。
N2,名詞：身體・健康・自然（N2）,発病,発病[はつびょう],はつびょう,hatsubyō,名,發病,発病[はつびょう]してすぐに 病院[びょういん]へ 行[い]きました。,發病後立刻去了醫院。
N2,名詞：身體・健康・自然（N2）,発作,発作[ほっさ],ほっさ,hossa,名,發作,心臓[しんぞう]の 発作[ほっさ]で 救急車[きゅうきゅうしゃ]を 呼[よ]びました。,心臟病發作叫了救護車。
N2,名詞：身體・健康・自然（N2）,痙攣,痙攣[けいれん],けいれん,keiren,名,痙攣、抽筋,泳[およ]いでいて 足[あし]が 痙攣[けいれん]しました。,游泳時腳抽筋了。
N2,名詞：身體・健康・自然（N2）,麻痺,麻痺[まひ],まひ,mahi,名,麻痺,事故[じこ]で 足[あし]に 麻痺[まひ]が 残[のこ]りました。,事故導致腳留下麻痺。
N2,名詞：身體・健康・自然（N2）,炎症,炎症[えんしょう],えんしょう,enshō,名,發炎、炎症,傷口[きずぐち]に 炎症[えんしょう]が 起[お]きました。,傷口發炎了。
N2,名詞：身體・健康・自然（N2）,腫瘍,腫瘍[しゅよう],しゅよう,shuyō,名,腫瘤,検査[けんさ]で 小[ちい]さな 腫瘍[しゅよう]が 見[み]つかりました。,檢查發現了小腫瘤。
N2,名詞：身體・健康・自然（N2）,潰瘍,潰瘍[かいよう],かいよう,kaiyō,名,潰瘍,ストレスで 胃[い]に 潰瘍[かいよう]ができました。,因壓力胃長了潰瘍。
N2,名詞：身體・健康・自然（N2）,骨折,骨折[こっせつ],こっせつ,kossetsu,名,骨折,転[ころ]んで 腕[うで]を 骨折[こっせつ]しました。,跌倒把手臂摔骨折了。
N2,名詞：身體・健康・自然（N2）,捻挫,捻挫[ねんざ],ねんざ,nenza,名,扭傷,階段[かいだん]で 足首[あしくび]を 捻挫[ねんざ]しました。,在樓梯扭傷了腳踝。
N2,名詞：身體・健康・自然（N2）,打撲,打撲[だぼく],だぼく,daboku,名,挫傷、撞傷,転[ころ]んで 肩[かた]を 打撲[だぼく]しました。,跌倒撞傷了肩膀。
N2,名詞：身體・健康・自然（N2）,火傷,火傷[やけど],やけど,yakedo,名,燙傷、燒傷,熱[あつ]いお 湯[ゆ]で 手[て]を 火傷[やけど]しました。,被熱水燙傷了手。
N2,名詞：身體・健康・自然（N2）,凍傷,凍傷[とうしょう],とうしょう,tōshō,名,凍傷,寒[さむ]い 山[やま]で 指[ゆび]が 凍傷[とうしょう]になりました。,在寒冷的山上手指凍傷了。
N2,名詞：身體・健康・自然（N2）,中毒,中毒[ちゅうどく],ちゅうどく,chūdoku,名,中毒,古[ふる]い 魚[さかな]を 食[た]べて 食[しょく] 中毒[ちゅうどく]になりました。,吃了不新鮮的魚而食物中毒。
N2,名詞：身體・健康・自然（N2）,接種,接種[せっしゅ],せっしゅ,sesshu,名,接種,毎年[まいとし]インフルエンザの 予防[よぼう] 接種[せっしゅ]を 受[う]けます。,每年接種流感疫苗。
N2,名詞：身體・健康・自然（N2）,診療,診療[しんりょう],しんりょう,shinryō,名,診療、看診,この 病院[びょういん]は 午前[ごぜん]だけ 診療[しんりょう]しています。,這家醫院只在上午看診。
N2,名詞：身體・健康・自然（N2）,投薬,投薬[とうやく],とうやく,tōyaku,名,投藥、給藥,医師[いし]の 指示[しじ]で 投薬[とうやく]を 続[つづ]けます。,依醫師指示持續投藥。
N2,名詞：身體・健康・自然（N2）,処方,処方[しょほう],しょほう,shohō,名,開藥、處方,医者[いしゃ]が 風邪[かぜ]の 薬[くすり]を 処方[しょほう]しました。,醫生開了感冒藥。
N2,名詞：身體・健康・自然（N2）,麻酔,麻酔[ますい],ますい,masui,名,麻醉,手術[しゅじゅつ]の 前[まえ]に 麻酔[ますい]をかけます。,手術前施打麻醉。
N2,名詞：身體・健康・自然（N2）,輸血,輸血[ゆけつ],ゆけつ,yuketsu,名,輸血,事故[じこ]で 大量[たいりょう]の 輸血[ゆけつ]が 必要[ひつよう]でした。,因事故需要大量輸血。
N2,名詞：身體・健康・自然（N2）,移植,移植[いしょく],いしょく,ishoku,名,移植,心臓[しんぞう]の 移植[いしょく] 手術[しゅじゅつ]が 成功[せいこう]しました。,心臟移植手術成功了。
N2,名詞：身體・健康・自然（N2）,臓器,臓器[ぞうき],ぞうき,zōki,名,臟器、器官,事故[じこ]の 後[あと]、 臓器[ぞうき]を 提供[ていきょう]しました。,事故後捐贈了器官。
N2,名詞：身體・健康・自然（N2）,検診,検診[けんしん],けんしん,kenshin,名,檢診、健康檢查,一年[いちねん]に 一度[いちど]、 体[からだ]の 検診[けんしん]を 受[う]けます。,每年做一次身體檢查。
N2,名詞：身體・健康・自然（N2）,人間ドック,人間[にんげん]ドック,にんげんドック,ningen dokku,名,全身健康檢查,会社[かいしゃ]の 制度[せいど]で 人間[にんげん]ドックを 受[う]けました。,依公司制度做了全身健康檢查。
N2,名詞：身體・健康・自然（N2）,血圧,血圧[けつあつ],けつあつ,ketsuatsu,名,血壓,医者[いしゃ]に 血圧[けつあつ]が 高[たか]いと 言[い]われました。,醫生說我血壓偏高。
N2,名詞：身體・健康・自然（N2）,心拍,心拍[しんぱく],しんぱく,shinpaku,名,心跳、心律,運動中[うんどうちゅう]は 心拍[しんぱく]を 確認[かくにん]します。,運動時要確認心跳。
N2,名詞：身體・健康・自然（N2）,視力,視力[しりょく],しりょく,shiryoku,名,視力,本[ほん]を 読[よ]みすぎて 視力[しりょく]が 落[お]ちました。,書讀太多視力下降了。
N2,名詞：身體・健康・自然（N2）,聴力,聴力[ちょうりょく],ちょうりょく,chōryoku,名,聽力,検査[けんさ]で 聴力[ちょうりょく]を 調[しら]べました。,做檢查測了聽力。
N2,名詞：身體・健康・自然（N2）,筋力,筋力[きんりょく],きんりょく,kinryoku,名,肌力,毎日[まいにち] 運動[うんどう]して 筋力[きんりょく]をつけます。,每天運動來增強肌力。
N2,名詞：身體・健康・自然（N2）,免疫力,免疫力[めんえきりょく],めんえきりょく,men'ekiryoku,名,免疫力,栄養[えいよう]をとって 免疫力[めんえきりょく]を 高[たか]めます。,攝取營養提高免疫力。
N2,名詞：身體・健康・自然（N2）,内科,内科[ないか],ないか,naika,名,內科,熱[ねつ]が 出[で]たので 内科[ないか]へ 行[い]きました。,因為發燒去了內科。
N2,名詞：身體・健康・自然（N2）,外科,外科[げか],げか,geka,名,外科,骨折[こっせつ]したので 外科[げか]で 診[み]てもらいました。,因為骨折在外科看了診。
N2,名詞：身體・健康・自然（N2）,病名,病名[びょうめい],びょうめい,byōmei,名,病名,検査[けんさ]の 後[あと]、 医者[いしゃ]が 病名[びょうめい]を 教[おし]えてくれました。,檢查後醫生告訴了我病名。
N2,名詞：身體・健康・自然（N2）,患部,患部[かんぶ],かんぶ,kanbu,名,患部,患部[かんぶ]を 冷[ひ]やすと 痛[いた]みが 和[やわ]らぎます。,冰敷患部能緩和疼痛。
N2,名詞：身體・健康・自然（N2）,保健,保健[ほけん],ほけん,hoken,名,保健,学校[がっこう]の 保健[ほけん]の 先生[せんせい]に 相談[そうだん]しました。,找學校的保健老師商量了。
N2,名詞：身體・健康・自然（N2）,衛生,衛生[えいせい],えいせい,eisei,名,衛生,台所[だいどころ]はいつも 衛生[えいせい]に 気[き]をつけます。,廚房隨時注意衛生。
N2,名詞：身體・健康・自然（N2）,症例,症例[しょうれい],しょうれい,shōrei,名,病例,医者[いしゃ]は 珍[めずら]しい 症例[しょうれい]を 報告[ほうこく]しました。,醫生報告了罕見的病例。
N2,名詞：日常・生活（N2）,日課,日課[にっか],にっか,nikka,名,每天的例行功課,毎朝[まいあさ]の 散歩[さんぽ]が 私[わたし]の 日課[にっか]です。,每天早上散步是我每天的例行功課。
N2,名詞：日常・生活（N2）,日常,日常[にちじょう],にちじょう,nichijō,名,日常,日常[にちじょう]の 生活[せいかつ]で 英語[えいご]を 使[つか]っています。,在日常生活中使用英語。
N2,名詞：日常・生活（N2）,習わし,習[なら]わし,ならわし,narawashi,名,習俗、慣例,この 村[むら]には 昔[むかし]からの 習[なら]わしがあります。,這個村子有從以前流傳下來的習俗。
N2,名詞：日常・生活（N2）,風習,風習[ふうしゅう],ふうしゅう,fūshū,名,風俗習慣,地方[ちほう]によって 風習[ふうしゅう]が 違[ちが]います。,依地方不同，風俗習慣也不一樣。
N2,名詞：日常・生活（N2）,慣例,慣例[かんれい],かんれい,kanrei,名,慣例、常規,会社[かいしゃ]の 慣例[かんれい]に 従[したが]って 進[すす]めます。,依照公司的慣例進行。
N2,名詞：日常・生活（N2）,慣習,慣習[かんしゅう],かんしゅう,kanshū,名,習慣、慣習,古[ふる]い 慣習[かんしゅう]を 見直[みなお]す 時期[じき]です。,是重新檢視舊習慣的時候了。
N2,名詞：日常・生活（N2）,恒例,恒例[こうれい],こうれい,kōrei,名,慣例、照例,年末[ねんまつ]の 恒例[こうれい]の 行事[ぎょうじ]が 始[はじ]まりました。,年底照例的活動開始了。
N2,名詞：日常・生活（N2）,行事,行事[ぎょうじ],ぎょうじ,gyōji,名,活動、例行儀式,学校[がっこう]の 行事[ぎょうじ]に 参加[さんか]しました。,我參加了學校的活動。
N2,名詞：日常・生活（N2）,催し,催[もよお]し,もよおし,moyōshi,名,活動、集會,町[まち]で 楽[たの]しい 催[もよお]しが 開[ひら]かれます。,鎮上將舉辦有趣的活動。
